ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status,ticket_text,text_length_chars,text_length_words
TKT-000998,2025-11-08 11:33:56,email,Basic,English,Customer Portal,Issue not resolved,"HI, I AM NOT SURE WHY THIS PAYMENT FAILED. I WAS HOPING THIS WOULD BE FIXED BY NOW. PLEASE LET ME KNOW WHAT I SHOULD DO NEXT.",Billing,Unknown,High,Open,"Issue not resolved HI, I AM NOT SURE WHY THIS PAYMENT FAILED. I WAS HOPING THIS WOULD BE FIXED BY NOW. PLEASE LET ME KNOW WHAT I SHOULD DO NEXT.",144,30
TKT-002495,2025-11-08 19:58:28,chat,Unknown,English,Premium Device,Question about Premium Device,This has become a problem for me. Delivery is taking longer than expected. I do not know if this should go to billing or support.,Orders & Delivery,Unknown,Low,Open,Question about Premium Device This has become a problem for me. Delivery is taking longer than expected. I do not know if this should go to billing or support.,159,29
TKT-002362,2025-11-08 23:20:42,chat,Free,French,Starter Kit,Issue with recent order,"Can someone help with this? I would like a refund for this order. It involves starter kit on my side. Also, tracking has not updated in a while. I am using the service on mobile. This is becoming urgent.",Refunds & Returns,Orders & Delivery,High,Resolved,"Issue with recent order Can someone help with this? I would like a refund for this order. It involves starter kit on my side. Also, tracking has not updated in a while. I am using the service on mobile. This is becoming urgent.",227,43
TKT-003475,2025-11-09 06:05:00,web_form,Pro,English,Premium Device,Can someone help,I need help with something. Tracking has not updated in a while. It involves premium device on my side.,Orders & Delivery,Unknown,Low,Resolved,Can someone help I need help with something. Tracking has not updated in a while. It involves premium device on my side.,120,22
TKT-003277,2025-11-09 07:43:47,email,Enterprise,Spanish,Analytics Dashboard,Please  check  this,"Hello, This is more of a general product question. It involves analytics dashboard on my side. Please look into this.",Product Inquiry,Unknown,Medium,Open,"Please check this Hello, This is more of a general product question. It involves analytics dashboard on my side. Please look into this.",135,23
TKT-000756,2025-11-09 11:49:19,web_form,Pro,English,Mobile App,Need an update still,"Hi team, The passwrod reset process is not working. It involves mobile app on my side. I am using the service on mobile. I was hoping this would be fixed by now.",Account Access,Unknown,High,Resolved,"Need an update still Hi team, The passwrod reset process is not working. It involves mobile app on my side. I am using the service on mobile. I was hoping this would be fixed by now.",182,36
TKT-002591,2025-11-09 12:04:50,email,Pro,Spanish,Replacement Unit,Issue with refnd today,This has become a problem for me. The product arrived damaged and I need help with next steps. It involves replacement unit on my side. I noticed this after trying to make a payment. Any help would be appreciated.,Refunds & Returns,Unknown,High,Open,Issue with refnd today This has become a problem for me. The product arrived damaged and I need help with next steps. It involves replacement unit on my side. I noticed this after trying to make a payment. Any help would be appreciated.,236,43
TKT-000130,2025-11-09 12:25:12,phone,Pro,English,Web App,Follow-up on my previous issue,This has become a problem for me. The issue seems technical because the same step keeps timing out. It involves web app on my side. This seems linked to my recent order. This is becoming urgent.,Technical Support,Unknown,High,Open,Follow-up on my previous issue This has become a problem for me. The issue seems technical because the same step keeps timing out. It involves web app on my side. This seems linked to my recent order. This is becoming urgent.,225,41
TKT-001934,2025-11-09 14:29:55,web_form,Free,English,Customer Portal,pricing on my account,"Good morning, This is more of a general product question. It involves customer portal on my side. This happened shortly after I updated my details. Please advise.",Product Inquiry,Unknown,Medium,Resolved,"pricing on my account Good morning, This is more of a general product question. It involves customer portal on my side. This happened shortly after I updated my details. Please advise.",184,31
TKT-001728,2025-11-09 17:49:14,email,Basic,English,Premium Device,Please review this request today,THE PRODUCT ARRIVED DAMAGED AND I NEED HELP WITH NEXT STEPS. THIS IS QUITE FRUSTRATING. THIS IS BECOMING URGENT.,Refunds & Returns,Unknown,High,Pending,Please review this request today THE PRODUCT ARRIVED DAMAGED AND I NEED HELP WITH NEXT STEPS. THIS IS QUITE FRUSTRATING. THIS IS BECOMING URGENT.,145,24
TKT-001441,2025-11-09 18:24:36,web_form,Pro,English,Analytics Dashboard,Problem with Analytics Dashboard,I NEED MORE INFORMATION BEFORE MAKING A DECISION. IT INVOLVES ANALYTICS DASHBOARD ON MY SIDE. PLEASE LET ME KNOW WHAT I SHOULD DO NEXT.,Product Inquiry,Unknown,Medium,Pending,Problem with Analytics Dashboard I NEED MORE INFORMATION BEFORE MAKING A DECISION. IT INVOLVES ANALYTICS DASHBOARD ON MY SIDE. PLEASE LET ME KNOW WHAT I SHOULD DO NEXT.,168,28
TKT-000471,2025-11-09 18:31:09,email,Basic,English,Premium Device,URGENT - Question about Premium Device,"This has become a problem for me. I want to know the status of the return request. It involves premium device on my side. In addition, tracking has not updated in a while. I only need a clear update on what is happening. Any help would be appreciated.",Refunds & Returns,Orders & Delivery,Low,Open,"URGENT - Question about Premium Device This has become a problem for me. I want to know the status of the return request. It involves premium device on my side. In addition, tracking has not updated in a while. I only need a clear update on what is happening. Any help would be appreciated.",290,54
TKT-003395,2025-11-10 01:08:53,chat,Pro,French,Replacement Unit,Need  help  with  Replacement  Unit  again,I am trying to return this purchase. It involves replacement unit on my side.,Refunds & Returns,Unknown,High,Resolved,Need help with Replacement Unit again I am trying to return this purchase. It involves replacement unit on my side.,115,20
TKT-000552,2025-11-10 02:21:41,web_form,Basic,English,Analytics Dashboard,isue with failed export,Can someone help with this? The app crashes when I try to use this feature. It involves analytics dashboard on my side. This is becoming urgent.,Technical Support,Unknown,High,Pending,isue with failed export Can someone help with this? The app crashes when I try to use this feature. It involves analytics dashboard on my side. This is becoming urgent.,168,30
TKT-DUP-00098,2025-11-10 02:56:28,web_form,Basic,English,Analytics Dashboard,isue with failed export,Can someone help with this? The app crashes when I try to use this feature. It involves analytics dashboard on my side. This is becoming urgent. Can someone update me?,Technical Support,Unknown,High,Pending,isue with failed export Can someone help with this? The app crashes when I try to use this feature. It involves analytics dashboard on my side. This is becoming urgent. Can someone update me?,191,34
TKT-001963,2025-11-10 05:32:09,email,Enterprise,English,Subscription Plan,Question about my account,"The amount shown on the invoice looks wrong. It involves subscription plan on my side. In addition, i want to understand the pricing options better. Please advise.",Billing,Product Inquiry,Medium,Open,"Question about my account The amount shown on the invoice looks wrong. It involves subscription plan on my side. In addition, i want to understand the pricing options better. Please advise.",189,31
TKT-003151,2025-11-10 08:06:25,unknown,Pro,Spanish,Starter Kit,probem with Starter Kit,"Hi, The package is missing and I need an update.",Orders & Delivery,Unknown,Medium,Resolved,"probem with Starter Kit Hi, The package is missing and I need an update.",72,14
TKT-000519,2025-11-10 08:47:25,email,Basic,French,Subscription Plan,Question about my account,This has become a problem for me. I need someone to review the billing on this account.,Billing,Unknown,High,Open,Question about my account This has become a problem for me. I need someone to review the billing on this account.,113,21
TKT-002520,2025-11-10 08:54:10,web_form,Pro,Spanish,Subscription Plan,Need  an  update,,Billing,Unknown,Medium,Pending,Need an update,14,3
TKT-001839,2025-11-10 10:49:05,web_form,Basic,English,Premium Device,Need  help  with  Premium  Device,"I  need  help  understanding  whether  this  is  compatible  with  my  setup.  At  the  same  time,  the  invoice  does  not  look  right  to  me.  I  need  this  resolved  as  soon  as  possible.",Product Inquiry,Billing,Low,Open,"Need help with Premium Device I need help understanding whether this is compatible with my setup. At the same time, the invoice does not look right to me. I need this resolved as soon as possible.",196,36
TKT-000291,2025-11-10 14:16:07,phone,Basic,English,Unknown,,"Good  morning,  I  still  cannot  access  the  portal  after  trying  several  times.",Account Access,Unknown,High,Open,"Good morning, I still cannot access the portal after trying several times.",74,12
TKT-001810,2025-11-10 15:03:51,phone,Free,English,Subscription Plan,Need  an  update,"I need help with something. This looks like an account access problem. At the same time, the renewal amount looks different from what I expected. This started after my last purchase. Please let me know what I should do next.",Account Access,Billing,Low,Open,"Need an update I need help with something. This looks like an account access problem. At the same time, the renewal amount looks different from what I expected. This started after my last purchase. Please let me know what I should do next.",239,43
TKT-001591,2025-11-10 16:57:53,web_form,Basic,Spanish,Admin Console,URGENT - Problem with service,The  login  step  keeps  failing  even  though  my  details  should  be  correct.  I  am  using  the  web  version.  Any  help  would  be  appreciated.,Account Access,Unknown,High,Open,URGENT - Problem with service The login step keeps failing even though my details should be correct. I am using the web version. Any help would be appreciated.,159,28
TKT-000079,2025-11-10 19:39:57,phone,Pro,English,Invoice Portal,Please review this request,,Billing,Unknown,Low,Resolved,Please review this request,26,4
TKT-000216,2025-11-10 22:58:09,phone,Basic,French,Admin Console,Follow-up on my previous issue,This has become a problem for me. The password reset process is not working. This has been going on since yesterday.,Account Access,Unknown,Medium,Open,Follow-up on my previous issue This has become a problem for me. The password reset process is not working. This has been going on since yesterday.,147,26
TKT-001631,2025-11-11 01:00:07,web_form,Enterprise,English,Web App,Question about Web App,"Hello, The issue seems technical becuase the same step keeps timing out. This started after my last purchase. This is affecting my work today. This is becoming urgent.",Technical Support,Unknown,Medium,Open,"Question about Web App Hello, The issue seems technical becuase the same step keeps timing out. This started after my last purchase. This is affecting my work today. This is becoming urgent.",190,32
TKT-000758,2025-11-11 03:17:58,email,Free,English,Data Export,Need an update on this issue,The export fails halfway through and I do not know why. Please advise.,Technical Support,Unknown,High,Resolved,Need an update on this issue The export fails halfway through and I do not know why. Please advise.,99,19
TKT-001130,2025-11-11 03:57:00,web_form,Basic,English,Mobile App,Problem with recent activity again,"Good morning, The page is not loading properly and I cannot complete the task. It involves mobile app on my side. I only need a clear update on what is happening. Thanks.",Technical Support,Unknown,High,Resolved,"Problem with recent activity again Good morning, The page is not loading properly and I cannot complete the task. It involves mobile app on my side. I only need a clear update on what is happening. Thanks.",205,37
TKT-000642,2025-11-11 09:45:49,unknown,Pro,English,Invoice Portal,Please review this request again,"I think I was charged incorrectly for this. It involves invoice portal on my side. Also, i cannot sign in to my account at the moment. This is quite frustrating. This is becoming urgent.",Billing,Account Access,Low,Pending,"Please review this request again I think I was charged incorrectly for this. It involves invoice portal on my side. Also, i cannot sign in to my account at the moment. This is quite frustrating. This is becoming urgent.",219,39
TKT-001138,2025-11-11 11:01:37,web_form,Basic,English,Mobile App,Follow-up on my previous isue,This  has  become  a  problem  for  me.  I  cannot  complete  the  workflow  because  something  keeps  breaking.  I  was  hoping  this  would  be  fixed  by  now.,Technical Support,Unknown,High,Pending,Follow-up on my previous isue This has become a problem for me. I cannot complete the workflow because something keeps breaking. I was hoping this would be fixed by now.,169,30
TKT-001203,2025-11-11 11:58:12,email,Basic,English,Web App,URGENT - Need an update on this issue,Can someone help with this? The export fails halfway through and I do not know why.,Technical Support,Unknown,High,Open,URGENT - Need an update on this issue Can someone help with this? The export fails halfway through and I do not know why.,121,24
TKT-000097,2025-11-11 14:01:02,chat,Enterprise,English,Premium Device,Problem with recent activity,I need help with something. I cannot tell where the order currently is. Any help would be appreciated.,Orders & Delivery,Unknown,Medium,Open,Problem with recent activity I need help with something. I cannot tell where the order currently is. Any help would be appreciated.,131,22
TKT-000708,2025-11-11 18:19:37,email,Pro,Spanish,Replacement Unit,isue not resolved,"The item is damaged so I may need a replacement or refund. Also, the app crashes when I try to use this feature. I am using the web version. This is becoming urgent.",Refunds & Returns,Unknown,Low,Resolved,"isue not resolved The item is damaged so I may need a replacement or refund. Also, the app crashes when I try to use this feature. I am using the web version. This is becoming urgent.",183,36
TKT-001852,2025-11-11 18:56:34,email,Basic,English,Admin Console,Need help with Admin Console,"Hi, Could you explain the difference between the available options? I do not know if this should go to billing or support. I was hoping this would be fixed by now.",Product Inquiry,Unknown,Low,Open,"Need help with Admin Console Hi, Could you explain the difference between the available options? I do not know if this should go to billing or support. I was hoping this would be fixed by now.",192,36
TKT-002003,2025-11-11 21:51:49,web_form,Basic,French,Invoice Portal,Issue with delivery,"Hi, My order has still not arrived. In addition, i noticed an unexpected charge and need clarification. Please let me know what I should do next.",Orders & Delivery,Billing,High,Open,"Issue with delivery Hi, My order has still not arrived. In addition, i noticed an unexpected charge and need clarification. Please let me know what I should do next.",165,29
TKT-000118,2025-11-12 00:40:36,email,Enterprise,English,Premium Device,Need an update,This has become a problem for me. I cannot tell where the order currently is. It involves premium device on my side. This happened shortly after I updated my details. Thanks.,Orders & Delivery,Unknown,Medium,Pending,Need an update This has become a problem for me. I cannot tell where the order currently is. It involves premium device on my side. This happened shortly after I updated my details. Thanks.,189,34
TKT-000835,2025-11-12 01:39:49,email,Pro,English,Starter Kit,URGENT - Problem with Starter Kit,I  need  help  with  something.  I  need  to  return  the  item  because  it  is  not  as  expected.  I  only  need  a  clear  update  on  what  is  happening.  This  has  been  going  on  since  yesterday.,Refunds & Returns,Unknown,Medium,Open,URGENT - Problem with Starter Kit I need help with something. I need to return the item because it is not as expected. I only need a clear update on what is happening. This has been going on since yesterday.,207,40
TKT-001864,2025-11-12 02:48:05,phone,Enterprise,English,Invoice Portal,Can someone help,"Good morning, This is more of a general product question. This is quite frustrating.",Product Inquiry,Unknown,Medium,Resolved,"Can someone help Good morning, This is more of a general product question. This is quite frustrating.",101,17
TKT-000924,2025-11-12 02:59:08,email,Pro,Spanish,Invoice Portal,pls check this,"I am comparing plans and need clarification. In addition, the password reset process is not working. This is becoming urgent.",Product Inquiry,Account Access,Medium,Open,"pls check this I am comparing plans and need clarification. In addition, the password reset process is not working. This is becoming urgent.",140,23
TKT-003267,2025-11-12 09:31:18,email,Pro,English,Web App,Problem with service,I  need  help  with  something.  Authentication  is  not  going  through  on  my  side.  I  am  using  the  web  version.  I  would  appreciate  a  quick  response.,Account Access,Unknown,High,Resolved,Problem with service I need help with something. Authentication is not going through on my side. I am using the web version. I would appreciate a quick response.,161,28
TKT-001545,2025-11-12 12:22:18,chat,Pro,French,Customer Portal,probem  with  recent  activity,"This has become a problem for me. I need someone to review the billing on this account. In addition, i would like a refund for this order. Please look into this.",Billing,Refunds & Returns,Medium,Resolved,"probem with recent activity This has become a problem for me. I need someone to review the billing on this account. In addition, i would like a refund for this order. Please look into this.",189,35
TKT-003368,2025-11-12 14:19:10,web_form,Enterprise,English,API,Question about API,"The app crashes when I try to use this feature. It involves api on my side. At the same time, i cannot sign in to my account at the moment. I am using the service on mobile. This is becoming urgent.",Technical Support,Account Access,High,Pending,"Question about API The app crashes when I try to use this feature. It involves api on my side. At the same time, i cannot sign in to my account at the moment. I am using the service on mobile. This is becoming urgent.",217,44
TKT-001314,2025-11-12 18:07:53,phone,Pro,French,Data Export,Need suport urgently,"Hello, The export fails halfway through and I do not know why. Any help would be appreciated.",Technical Support,Unknown,High,Open,"Need suport urgently Hello, The export fails halfway through and I do not know why. Any help would be appreciated.",114,20
TKT-001690,2025-11-12 21:22:15,email,Enterprise,English,Analytics Dashboard,NEED SUPPORT URGENTLY,This has become a problem for me. I want to understand the pricing options better. It involves analytics dashboard on my side. I do not know if this should go to billing or support. I was hoping this would be fixed by now. Thanks.,Product Inquiry,Unknown,Medium,Pending,NEED SUPPORT URGENTLY This has become a problem for me. I want to understand the pricing options better. It involves analytics dashboard on my side. I do not know if this should go to billing or support. I was hoping this would be fixed by now. Thanks.,252,47
TKT-000049,2025-11-12 22:09:47,email,Basic,English,Subscription Plan,Need  support  urgently,"Hello, The amount shown on the invoice looks wrong. It involves subscription plan on my side.",Billing,Unknown,Medium,Open,"Need support urgently Hello, The amount shown on the invoice looks wrong. It involves subscription plan on my side.",115,19
TKT-001996,2025-11-12 22:20:15,phone,Pro,English,Subscription Plan,billing issue on my account,Can someone help with this? I noticed an unexpected charge and need clarification. This happened shortly after I updated my details. I was hoping this would be fixed by now.,Billing,Unknown,High,Resolved,billing issue on my account Can someone help with this? I noticed an unexpected charge and need clarification. This happened shortly after I updated my details. I was hoping this would be fixed by now.,201,35
TKT-000468,2025-11-12 23:24:01,phone,Free,English,Mobile App,Need an update on this issue,"The password reset process is not working. It involves mobile app on my side. Also, the system keeps showing an error when I try to continue. I am using the service on mobile. I was hoping this would be fixed by now. Thanks.",Account Access,Technical Support,Medium,Open,"Need an update on this issue The password reset process is not working. It involves mobile app on my side. Also, the system keeps showing an error when I try to continue. I am using the service on mobile. I was hoping this would be fixed by now. Thanks.",253,49
TKT-DUP-00101,2025-11-12 23:48:53,phone,Pro,English,Subscription Plan,billing issue on my account,Can someone help with this? I noticed an unexpected charge and need clarification. This happened shortly after I updated my details. I was hoping this would be fixed by now. This is still unresolved.,Billing,Unknown,High,Resolved,billing issue on my account Can someone help with this? I noticed an unexpected charge and need clarification. This happened shortly after I updated my details. I was hoping this would be fixed by now. This is still unresolved.,227,39
TKT-001061,2025-11-13 03:48:40,web_form,Free,Spanish,API,NEED SUPPORT URGENTLY,"Hello, This was working before but now it keeps failing. It involves api on my side. This seems linked to my recent order. Please let me know what I should do next.",Technical Support,Unknown,Low,Open,"NEED SUPPORT URGENTLY Hello, This was working before but now it keeps failing. It involves api on my side. This seems linked to my recent order. Please let me know what I should do next.",186,35
TKT-000022,2025-11-13 05:18:46,web_form,Free,French,Premium Device,Need help with my account,"Hi team, I am trying to return this purchase. Please let me know what I should do next.",Refunds & Returns,Unknown,Medium,Open,"Need help with my account Hi team, I am trying to return this purchase. Please let me know what I should do next.",113,23
TKT-002544,2025-11-13 06:47:44,unknown,Pro,English,Invoice Portal,Need help with Invoice Portal,Can someone help with this? I am not sure whether this product supports my use case. This is affecting my work today.,Product Inquiry,Unknown,Medium,Open,Need help with Invoice Portal Can someone help with this? I am not sure whether this product supports my use case. This is affecting my work today.,147,27
TKT-001870,2025-11-13 07:32:08,web_form,Enterprise,French,Invoice Portal,Question about my acount,"Hello,  I  cannot  sign  in  to  my  account  at  the  moment.  It  involves  invoice  portal  on  my  side.  In  addition,  the  renewal  amount  looks  different  from  what  I  expected.  This  has  been  going  on  since  yesterday.",Account Access,Billing,Low,Resolved,"Question about my acount Hello, I cannot sign in to my account at the moment. It involves invoice portal on my side. In addition, the renewal amount looks different from what I expected. This has been going on since yesterday.",226,40
TKT-000393,2025-11-13 07:38:15,web_form,Pro,Spanish,Customer Portal,Issue with before purchase,This has become a problem for me. Could you explain the difference between the available options? It involves customer portal on my side.,Product Inquiry,Unknown,Low,Open,Issue with before purchase This has become a problem for me. Could you explain the difference between the available options? It involves customer portal on my side.,164,27
TKT-000103,2025-11-13 12:01:03,web_form,Enterprise,English,Starter Kit,Please check this,"Hi, I want to know the status of the return request. It involves starter kit on my side. This started after my last purchase.",Refunds & Returns,Unknown,Low,Resolved,"Please check this Hi, I want to know the status of the return request. It involves starter kit on my side. This started after my last purchase.",143,27
TKT-003458,2025-11-13 12:19:28,chat,Pro,English,Mobile App,NEED HELP WITH MOBILE APP,"I cannot complete the workflow becuase something keeps breaking. It involves mobile app on my side. At the same time, i still cannot access the portal after trying several times. Thanks.",Technical Support,Account Access,High,Open,"NEED HELP WITH MOBILE APP I cannot complete the workflow becuase something keeps breaking. It involves mobile app on my side. At the same time, i still cannot access the portal after trying several times. Thanks.",212,36
TKT-002892,2025-11-13 13:02:28,email,Basic,English,Premium Device,Problem with service,I need more information before making a decision. I need this resolved as soon as possible. Please look into this.,Product Inquiry,Unknown,Medium,Open,Problem with service I need more information before making a decision. I need this resolved as soon as possible. Please look into this.,135,23
TKT-002254,2025-11-13 13:25:01,email,Pro,English,API,URGENT - Problem with API,The page is not loading properly and I cannot complete the task. This seems linked to my recent order. Any help would be appreciated.,Technical Support,Unknown,High,Resolved,URGENT - Problem with API The page is not loading properly and I cannot complete the task. This seems linked to my recent order. Any help would be appreciated.,159,29
TKT-000107,2025-11-13 14:37:34,chat,Pro,English,Data Export,Problem with Data Export,This has become a problem for me. This is more of a general product question. It involves data export on my side. I only need a clear update on what is happening. This is quite frustrating.,Product Inquiry,Unknown,Low,Pending,Problem with Data Export This has become a problem for me. This is more of a general product question. It involves data export on my side. I only need a clear update on what is happening. This is quite frustrating.,214,40
TKT-002256,2025-11-13 16:31:44,email,Free,English,Data Export,Need an update,"Can someone help with this? I am seeing unexpected behaviour in the product. In addition, the amount shown on the invoice looks wrong. I was hoping this would be fixed by now. This is becoming urgent.",Technical Support,Billing,Medium,Open,"Need an update Can someone help with this? I am seeing unexpected behaviour in the product. In addition, the amount shown on the invoice looks wrong. I was hoping this would be fixed by now. This is becoming urgent.",215,39
TKT-002491,2025-11-13 20:45:29,phone,Basic,English,Starter Kit,Need an update on this issue,"Hello, I need my money back if this cannot be resolved. It involves starter kit on my side. This seems linked to my recent order. I need this resolved as soon as possible. Thanks.",Refunds & Returns,Unknown,Medium,Open,"Need an update on this issue Hello, I need my money back if this cannot be resolved. It involves starter kit on my side. This seems linked to my recent order. I need this resolved as soon as possible. Thanks.",208,40
TKT-002470,2025-11-14 03:48:08,web_form,Basic,English,Premium Device,URGENT - Need  an  update,This  has  become  a  problem  for  me.  The  product  arrived  damaged  and  I  need  help  with  next  steps.  This  has  been  going  on  since  yesterday.,Refunds & Returns,Unknown,Low,Open,URGENT - Need an update This has become a problem for me. The product arrived damaged and I need help with next steps. This has been going on since yesterday.,158,30
TKT-001906,2025-11-14 04:04:10,email,Basic,English,Web App,URGENT - Need suport urgently,"Hello, Can you explain how this feature works? Any help would be appreciated.",Product Inquiry,Unknown,High,Pending,"URGENT - Need suport urgently Hello, Can you explain how this feature works? Any help would be appreciated.",107,18
TKT-000368,2025-11-14 04:25:31,web_form,Basic,English,Analytics Dashboard,Support request,"Hello, The page is not loading properly and I cannot complete the task. Also, i am not sure why this payment failed. Thanks.",Technical Support,Billing,Medium,Open,"Support request Hello, The page is not loading properly and I cannot complete the task. Also, i am not sure why this payment failed. Thanks.",140,25
TKT-002805,2025-11-14 05:25:23,web_form,Pro,Spanish,Invoice Portal,Issue with before purchase,Can  someone  help  with  this?  Can  you  explain  how  this  feature  works?  This  may  also  be  related  because  i  think  I  was  charged  incorrectly  for  this.  This  started  after  my  last  purchase.  I  have  already  tried  a  few  times  with  no  success.  I  would  appreciate  a  quick  response.,Product Inquiry,Billing,Medium,Pending,Issue with before purchase Can someone help with this? Can you explain how this feature works? This may also be related because i think I was charged incorrectly for this. This started after my last purchase. I have already tried a few times with no success. I would appreciate a quick response.,295,52
TKT-003149,2025-11-14 12:11:27,chat,Pro,English,Mobile App,Issue  not  resolved,"Good morning, This was working before but now it keeps failing. I noticed this after trying to make a payment.",Technical Support,Unknown,High,Open,"Issue not resolved Good morning, This was working before but now it keeps failing. I noticed this after trying to make a payment.",129,23
TKT-001640,2025-11-14 14:02:42,phone,Free,English,Starter Kit,Need  help  with  Starter  Kit,"Hi,  The  product  arrived  damaged  and  I  need  help  with  next  steps.  This  started  after  my  last  purchase.",Refunds & Returns,Unknown,Medium,Open,"Need help with Starter Kit Hi, The product arrived damaged and I need help with next steps. This started after my last purchase.",128,23
TKT-001860,2025-11-14 15:13:34,unknown,Basic,Spanish,API,URGENT - Need support urgently,"Hello, The app crashes when I try to use this feature. It involves api on my side. This has been going on since yesterday. Thanks.",Technical Support,Unknown,High,Resolved,"URGENT - Need support urgently Hello, The app crashes when I try to use this feature. It involves api on my side. This has been going on since yesterday. Thanks.",161,30
TKT-003291,2025-11-14 16:41:39,phone,Pro,English,Replacement Unit,URGENT - Support request,"This  has  become  a  problem  for  me.  There  seems  to  be  a  delay  with  the  shipment.  Also,  i  need  more  information  before  making  a  decision.  I  only  need  a  clear  update  on  what  is  happening.  This  has  been  going  on  since  yesterday.",Orders & Delivery,Product Inquiry,High,Open,"URGENT - Support request This has become a problem for me. There seems to be a delay with the shipment. Also, i need more information before making a decision. I only need a clear update on what is happening. This has been going on since yesterday.",248,46
TKT-002769,2025-11-14 16:59:51,email,Pro,Spanish,Analytics Dashboard,isue  not  resolved,"Hello, I am seeing unexpected behaviour in the product. In addition, i noticed an unexpected charge and need clarification. This seems linked to my recent order. Any help would be appreciated.",Technical Support,Billing,High,Open,"isue not resolved Hello, I am seeing unexpected behaviour in the product. In addition, i noticed an unexpected charge and need clarification. This seems linked to my recent order. Any help would be appreciated.",210,34
TKT-003439,2025-11-14 17:59:09,unknown,Basic,English,Invoice Portal,Problem with recent activity,"I  am  not  sure  whether  this  product  supports  my  use  case.  It  involves  invoice  portal  on  my  side.  Also,  the  renewal  amount  looks  different  from  what  I  expected.  please  look  into  this.",Product Inquiry,Billing,Low,Resolved,"Problem with recent activity I am not sure whether this product supports my use case. It involves invoice portal on my side. Also, the renewal amount looks different from what I expected. please look into this.",210,36
TKT-003295,2025-11-15 00:41:56,email,Free,English,Unknown,Need help with my account,"Hi team, I am seeing unexpected behaviour in the product. At the same time, the amount shown on the invoice looks wrong. I am using the web version. This is quite frustrating.",Technical Support,Billing,High,Open,"Need help with my account Hi team, I am seeing unexpected behaviour in the product. At the same time, the amount shown on the invoice looks wrong. I am using the web version. This is quite frustrating.",201,37
TKT-002559,2025-11-15 06:30:57,email,Enterprise,English,Data Export,Question about Data Export,The system keeps showing an error when I try to continue. This has been going on since yesterday. please advise.,Technical Support,Unknown,Medium,Open,Question about Data Export The system keeps showing an error when I try to continue. This has been going on since yesterday. please advise.,139,24
TKT-002628,2025-11-15 12:54:00,email,Enterprise,French,Subscription Plan,Problem with recent activity,"I  need  someone  to  review  the  billing  on  this  account.  Also,  authentication  is  not  going  through  on  my  side.  I  need  this  resolved  as  soon  as  possible.",Billing,Account Access,Medium,Resolved,"Problem with recent activity I need someone to review the billing on this account. Also, authentication is not going through on my side. I need this resolved as soon as possible.",178,31
TKT-000192,2025-11-15 13:12:11,web_form,Basic,English,Customer Portal,Issue with recent order,"Good morning, The amount shown on the invoice looks wrong. I need this resolved as soon as possible. Thanks.",Billing,Unknown,Medium,Pending,"Issue with recent order Good morning, The amount shown on the invoice looks wrong. I need this resolved as soon as possible. Thanks.",132,23
TKT-003525,2025-11-15 19:05:34,email,Basic,Spanish,Starter Kit,before purchase on my account,"This has become a problem for me. Can you explain how this feature works? It involves starter kit on my side. Also, i am not sure why this payment failed. I need this resolved as soon as possible.",Product Inquiry,Billing,Low,Pending,"before purchase on my account This has become a problem for me. Can you explain how this feature works? It involves starter kit on my side. Also, i am not sure why this payment failed. I need this resolved as soon as possible.",226,43
TKT-000526,2025-11-15 20:46:03,email,Unknown,English,Mobile App,Need help with Mobile App,"Hello, Authentication is not going through on my side. I need this resolved as soon as possible.",Account Access,Unknown,Medium,Open,"Need help with Mobile App Hello, Authentication is not going through on my side. I need this resolved as soon as possible.",122,22
TKT-003286,2025-11-15 23:54:33,email,Basic,English,Replacement Unit,pls review this request,"Good morning, My order has still not arrived. At the same time, there seems to be a problem with the payment on my account. This has been going on since yesterday. This is becoming urgent.",Orders & Delivery,Billing,Medium,Open,"pls review this request Good morning, My order has still not arrived. At the same time, there seems to be a problem with the payment on my account. This has been going on since yesterday. This is becoming urgent.",212,39
TKT-002390,2025-11-16 00:55:20,email,Enterprise,Spanish,Customer Portal,Please  review  this  request,The amount shown on the invoice looks wrong. It involves customer portal on my side. I am using the web version. Please look into this.,Billing,Unknown,High,Resolved,Please review this request The amount shown on the invoice looks wrong. It involves customer portal on my side. I am using the web version. Please look into this.,162,29
TKT-001776,2025-11-16 02:05:22,web_form,Free,Spanish,Web App,Need an update,"I need help with something. I cannot complete the workflow because something keeps breaking. Also, the verification step is failing and I need help. I have already tried a few times with no success. pls look into this.",Technical Support,Account Access,High,Pending,"Need an update I need help with something. I cannot complete the workflow because something keeps breaking. Also, the verification step is failing and I need help. I have already tried a few times with no success. pls look into this.",233,41
TKT-001403,2025-11-16 03:09:55,phone,Free,English,Data Export,suport request,I NEED HELP WITH SOMETHING. THE APP CRASHES WHEN I TRY TO USE THIS FEATURE. I ONLY NEED A CLEAR UPDATE ON WHAT IS HAPPENING.,Technical Support,Unknown,High,Open,suport request I NEED HELP WITH SOMETHING. THE APP CRASHES WHEN I TRY TO USE THIS FEATURE. I ONLY NEED A CLEAR UPDATE ON WHAT IS HAPPENING.,139,27
