ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status
TKT-003235,2025-02-07 06:29:09,chat,Basic,English,Starter Kit,dispatch issue on my account,I need help with something. There seems to be a delay with the shipment. I am using the service on mobile.,Orders & Delivery,None,Medium,Resolved
TKT-002870,2025-01-30 17:53:45,email,Pro,English,Premium Device,Please review this request,I want to know the status of the return request. I only need a clear update on what is happening. This has been going on since yesterday. Please let me know what I should do next.,Refunds & Returns,None,Medium,Pending
TKT-DUP-00069,2025-05-14 17:13:14,chat,Pro,English,Web App,Question about Web App,"Hi, This looks like an account access problem. This may also be related because i am comparing plans and need clarification. Can someone update me?",Account Access,Product Inquiry,Medium,Open
TKT-000878,2025-01-23 15:50:20,web_form,Enterprise,French,Web App,Question about Web App,"Good  morning,  The  export  fails  halfway  through  and  I  do  not  know  why.  I  noticed  this  after  trying  to  make  a  payment.  I  was  hoping  this  would  be  fixed  by  now.  I  would  appreciate  a  quick  response.",Technical Support,None,High,Resolved
TKT-001920,2025-06-30 23:37:49,email,Pro,English,Starter Kit,Question about my acount,"Good morning, My order has still not arrived. I am using the web version. Thanks.",Orders & Delivery,None,Low,Resolved
TKT-002962,2025-01-29 22:47:32,chat,Free,English,Premium Device,Need an update on this isue,I have not had an update on my refund yet. It involves premium device on my side. This seems linked to my recent order. This is quite frustrating.,Refunds & Returns,None,High,Resolved
TKT-001885,2025-01-25 19:40:54,email,Pro,French,Mobile App,Help needed,The system keeps showing an error when I try to continue. It involves mobile app on my side. This may also be related because can you explain how this feature works? Please look into this.,Technical Support,Product Inquiry,High,Open
TKT-002201,2025-05-03 05:11:16,email,Enterprise,English,Premium Device,Problem  with  service,"Hi team, The product arrived damaged and I need help with next steps. This may also be related because the package is missing and I need an update.",Refunds & Returns,Orders & Delivery,Low,Open
TKT-000099,2025-04-17 05:27:52,phone,Basic,English,API,Follow-up on my previous isue,I NEED HELP WITH SOMETHING. THE PAGE IS NOT LOADING PROPERLY AND I CANNOT COMPLETE THE TASK. THIS MAY ALSO BE RELATED BECAUSE THE INVOICE DOES NOT LOOK RIGHT TO ME.,Technical Support,Billing,Medium,Open
TKT-003564,2025-02-04 05:21:55,email,Enterprise,English,Data Export,Help needed,THIS HAS BECOME A PROBLEM FOR ME. I AM COMPARING PLANS AND NEED CLARIFICATION. THIS HAPPENED SHORTLY AFTER I UPDATED MY DETAILS. THIS IS BECOMING URGENT.,Product Inquiry,None,Low,Open
TKT-002558,2025-07-24 21:55:44,phone,Free,English,Replacement Unit,Issue not resolved,"Hi,  Delivery  is  taking  longer  than  expected.  It  involves  replacement  unit  on  my  side.  This  started  after  my  last  purchase.  Please  let  me  know  what  I  should  do  next.",Orders & Delivery,None,Medium,Open
TKT-003184,2025-10-05 18:09:19,email,Enterprise,English,Replacement Unit,URGENT - SHIPMENT ON MY ACCOUNT TODAY,Can someone help with this? There appears to be an issue with the dispatch. It involves replacement unit on my side. This may also be related because the item is damaged so I may need a replacement or refund. I noticed this after trying to make a payment. Thanks.,Orders & Delivery,Refunds & Returns,Medium,Open
TKT-003299,2025-05-27 18:26:33,email,Basic,English,Starter Kit,PLS REVIEW THIS REQUEST,"HELLO, MY ORDER HAS STILL NOT ARRIVED. THIS HAPPENED SHORTLY AFTER I UPDATED MY DETAILS. I NEED THIS RESOLVED AS SOON AS POSSIBLE. I WOULD APPRECIATE A QUICK RESPONSE.",Orders & Delivery,None,Medium,Resolved
TKT-000254,2025-03-19 01:49:27,email,Basic,English,Subscription Plan,charge on my account,"Good  morning,  I  am  not  sure  why  this  payment  failed.  It  involves  subscription  plan  on  my  side.  This  is  becoming  urgent.",Billing,None,Medium,Resolved
TKT-000104,2025-08-12 22:45:29,chat,Basic,Spanish,Replacement Unit,Follow-up  on  my  previous  issue,,Billing,Refunds & Returns,Medium,Open
TKT-001446,2025-07-31 10:52:53,email,Enterprise,English,Mobile App,Need an update on this issue again,"Hello, I need more information before making a decision. This has been going on since yesterday. Please let me know what I should do next.",Product Inquiry,None,Medium,Open
TKT-001444,2025-10-29 09:14:50,chat,Enterprise,English,Analytics Dashboard,Question about Analytics Dashboard,"This has become a problem for me. I need more information before making a decision. At the same time, i am not sure why this payment failed. I would appreciate a quick response.",Product Inquiry,Billing,Medium,Resolved
TKT-001649,2025-05-26 02:54:43,email,Free,English,API,Follow-up on my previous issue,"Hi team, I cannot complete the workflow becuase something keeps breaking. In addition, authentication is not going through on my side. I would appreciate a quick response.",Technical Support,Account Access,High,Open
TKT-000587,2025-10-18 07:33:51,email,Enterprise,Spanish,Invoice Portal,Can someone help again,Can someone help with this? I think I was charged incorrectly for this. It involves invoice portal on my side. This may also be related because i am comparing plans and need clarification. I only need a clear update on what is happening. This is affecting my work today. Please advise.,Billing,Product Inquiry,Medium,Open
TKT-000628,2025-10-22 00:16:10,email,Free,English,Replacement Unit,NEED  SUPPORT  URGENTLY,I  have  not  had  an  update  on  my  refund  yet.  This  has  been  going  on  since  yesterday.  I  would  appreciate  a  quick  response.,Refunds & Returns,None,Medium,Open
TKT-001697,2025-06-16 05:44:01,web_form,Basic,French,Replacement Unit,NEED HELP WITH REPLACEMENT UNIT,Can someone help with this? I need more information before making a decision. This seems linked to my recent order. I was hoping this would be fixed by now. I would appreciate a quick response.,Product Inquiry,None,Medium,Open
TKT-003192,2025-09-06 23:31:21,,Basic,English,Replacement Unit,Need help with my account,"Hi  team,  My  order  has  still  not  arrived.  This  seems  linked  to  my  recent  order.  This  has  been  going  on  since  yesterday.",Orders & Delivery,None,High,Open
TKT-002102,2025-06-14 10:48:52,web_form,Free,English,Subscription Plan,Problem with Subscription Plan,"Hello,  I  am  not  sure  why  this  payment  failed.  This  is  affecting  my  work  today.  Please  advise.",Billing,None,Medium,Open
TKT-002200,2025-05-04 00:05:16,chat,Pro,English,Mobile App,Follow-up  on  my  previous  issue,I  need  help  with  something.  Authentication  is  not  going  through  on  my  side.,Account Access,None,Medium,Open
TKT-000404,2025-09-23 08:37:00,email,Basic,French,missing,Issue not resolved,"Hi team, The verification step is failing and I need help. This may also be related becuase the export fails halfway through and I do not know why. I would appreciate a quick response.",Account Access,Technical Support,High,Open
TKT-001155,2025-05-23 16:47:01,email,Pro,English,Premium Device,Need  an  update  on  this  issue  still,I  need  help  with  something.  delivry  is  taking  longer  than  expected.  It  involves  premium  device  on  my  side.  Please  let  me  know  what  I  should  do  next.,Orders & Delivery,None,Medium,Open
TKT-002256,2025-11-13 16:31:44,email,Free,English,Data Export,Need an update,"Can someone help with this? I am seeing unexpected behaviour in the product. In addition, the amount shown on the invoice looks wrong. I was hoping this would be fixed by now. This is becoming urgent.",Technical Support,Billing,Medium,Open
TKT-002864,2025-08-14 21:56:28,web_form,Basic,English,Subscription Plan,Problem  with  service,"Authentication is not going through on my side. At the same time, the amount shown on the invoice looks wrong. I am using the web version. This has been going on since yesterday.",Account Access,Billing,Medium,Open
TKT-001683,2025-08-01 11:09:09,web_form,Pro,English,Replacement Unit,Need an update on this issue,"Good  morning,  Tracking  has  not  updated  in  a  while.  This  started  after  my  last  purchase.",Orders & Delivery,None,Medium,Open
TKT-003171,2025-09-21 06:27:56,email,Enterprise,English,Invoice Portal,NEED HELP WITH INVOICE PORTAL,CAN SOMEONE HELP WITH THIS? THE AMOUNT SHOWN ON THE INVOICE LOOKS WRONG. THIS SEEMS LINKED TO MY RECENT ORDER. THIS IS BECOMING URGENT.,Billing,None,High,Open
TKT-003538,2025-05-30 00:33:54,chat,Basic,English,Mobile App,Need help with Mobile App,Can someone help with this? The export fails halfway through and I do not know why.,Technical Support,None,Medium,Open
TKT-002057,2025-08-01 10:14:41,email,Pro,French,Replacement Unit,Need an update,"Good  morning,  Tracking  has  not  updated  in  a  while.  It  involves  replacement  unit  on  my  side.  In  addition,  the  item  is  damaged  so  I  may  need  a  replacement  or  refund.  This  is  quite  frustrating.  Thanks.",Orders & Delivery,Refunds & Returns,Medium,Resolved
TKT-003063,2025-05-28 08:38:35,chat,Pro,English,Invoice Portal,Issue with recent order,"Hello, The amount shown on the invoice looks wrong. It involves invoice portal on my side. In addition, i need to return the item because it is not as expected. This has been going on since yesterday. Please look into this.",Billing,Refunds & Returns,Medium,Open
TKT-003585,2025-11-04 13:02:16,email,Pro,English,Admin Console,Need an update on this issue,I still cannot access the portal after trying several times. It involves admin console on my side. I would appreciate a quick response.,Account Access,None,High,Open
TKT-003109,2025-12-06 16:30:08,email,Pro,English,Premium Device,Need suport urgently,"Hi, Delivery is taking longer than expected. It involves premium device on my side. At the same time, i am trying to return this purchase. This seems linked to my recent order. I need this resolved as soon as possible. Please look into this.",Orders & Delivery,Refunds & Returns,Medium,Pending
TKT-000453,2025-01-09 21:37:03,chat,Enterprise,Spanish,Premium Device,NEED AN UPDATE,Can someone help with this? I want to know the status of the return request. It involves premium device on my side.,Refunds & Returns,None,Medium,Open
TKT-002302,2025-09-24 12:49:04,chat,Enterprise,English,Replacement Unit,Need help with Replacement Unit,"Can someone help with this? There appears to be an issue with the dispatch. Also, i need someone to review the billing on this account.",Orders & Delivery,Billing,Medium,Open
TKT-001328,2025-07-31 09:31:40,email,Basic,Spanish,Subscription Plan,Need help with Subscription Plan,The  invoice  does  not  look  right  to  me.  It  involves  subscription  plan  on  my  side.  please  look  into  this.,Billing,None,Medium,Pending
TKT-002945,2025-01-20 08:08:03,,Free,English,Web App,Need an update on this issue,"Can someone help with this? I need help understanding whether this is compatible with my setup. It involves web app on my side. In addition, i cannot complete the workflow because something keeps breaking. I only need a clear update on what is happening. I need this resolved as soon as possible. This is becoming urgent.",Product Inquiry,Technical Support,Medium,Open
TKT-002050,2025-08-19 02:14:14,phone,Pro,French,Analytics Dashboard,how  it  works  on  my  account,"Hello,  I  need  help  understanding  whether  this  is  compatible  with  my  setup.  It  involves  analytics  dashboard  on  my  side.  This  may  also  be  related  because  i  think  I  was  charged  incorrectly  for  this.",Product Inquiry,Billing,Low,Resolved
TKT-000881,2025-11-08 01:21:54,web_form,Free,English,Starter Kit,ISSUE WITH DAMAGED ITEM,I would like a refund for this order. It involves starter kit on my side. This happened shortly after I updated my details. Please advise.,Refunds & Returns,None,Medium,Open
TKT-DUP-00072,2025-06-01 12:28:35,email,Enterprise,French,Replacement Unit,Follow-up on my previous issue,"Hello, My order has still not arrived. It involves replacement unit on my side. This seems linked to my recent order. Please let me know what I should do next.",Orders & Delivery,None,Medium,Open
TKT-000624,2025-01-27 03:38:34,phone,Basic,English,Subscription Plan,pls review this request again,"This has become a problem for me. This looks like an acount access problem. It involves subscription plan on my side. In addition, the renewal amount looks different from what I expected. This started after my last purchase. I have already tried a few times with no success.",Account Access,Billing,High,Pending
TKT-002394,2025-05-31 19:22:09,web_form,Pro,English,Starter Kit,pls review this request,"I think the wrong item was sent. It involves starter kit on my side. Also, the item is damaged so I may need a replacement or refund. I only need a clear update on what is happening. I was hoping this would be fixed by now.",Orders & Delivery,Refunds & Returns,Medium,Open
TKT-003492,2025-07-28 00:05:00,web_form,Enterprise,Spanish,Customer Portal,Problem with recent activity,The renewal amount looks different from what I expected. It involves customer portal on my side. I am using the web version. I have already tried a few times with no success. Any help would be appreciated.,Billing,None,Medium,Open
TKT-001788,2025-07-17 21:32:47,web_form,Free,English,Replacement Unit,URGENT - Need help with Replacement Unit,There  seems  to  be  a  delay  with  the  shipment.,Orders & Delivery,None,Low,Resolved
TKT-000263,2025-12-01 15:45:22,web_form,Pro,English,Replacement Unit,Issue with recent order,"I noticed an unexpected charge and need clarification. It involves replacement unit on my side. At the same time, i need to return the item because it is not as expected. I am using the web version. Please let me know what I should do next.",Billing,Refunds & Returns,High,Open
TKT-001635,2025-10-17 20:25:11,email,,French,Starter Kit,Follow-up on my previous issue,"Good  morning,  I  am  trying  to  return  this  purchase.  I  only  need  a  clear  update  on  what  is  happening.  I  need  this  resolved  as  soon  as  possible.",Refunds & Returns,None,High,Resolved
TKT-003370,2025-02-03 07:14:44,web_form,Basic,English,Premium Device,URGENT - refund on my account,"Good morning, I cannot tell where the order currently is. It involves premium device on my side. At the same time, the item is damaged so I may need a replacement or refund. This happened shortly after I updated my details. Thanks.",Orders & Delivery,Refunds & Returns,Medium,Open
TKT-001439,2025-01-10 19:47:16,email,Basic,English,Mobile App,URGENT - Problem with service,The export fails halfway through and I do not know why. I was hoping this would be fixed by now.,Technical Support,None,Medium,Resolved
TKT-002199,2025-05-18 23:07:12,phone,Basic,French,Customer Portal,Please  review  this  request,"Hi team, I appear to be locked out and cannot get back in. It involves customer portal on my side. Also, the app crashes when I try to use this feature. I only need a clear update on what is happening.",Account Access,Technical Support,High,Resolved
TKT-001970,2025-11-04 09:05:29,web_form,Free,French,Starter Kit,Follow-up  on  my  previous  issue  today,"This has become a problem for me. I cannot tell where the order currently is. At the same time, i need to return the item because it is not as expected. This happened shortly after I updated my details. Please advise.",Orders & Delivery,Refunds & Returns,Medium,Open
TKT-002521,2025-04-07 21:36:40,email,Free,English,Subscription Plan,Need help with Subscription Plan,I  need  help  with  something.  I  need  more  information  before  making  a  decision.  This  happened  shortly  after  I  updated  my  details.  Please  look  into  this.,Product Inquiry,None,Low,Pending
TKT-001803,2025-02-14 11:07:30,web_form,Basic,English,Mobile App,,"Hi team, I still cannot access the portal after trying several times. It involves mobile app on my side. Please advise.",Account Access,None,Medium,Open
TKT-000641,2025-04-03 10:41:43,email,Pro,English,,Problem with Customer Portal,I  need  someone  to  review  the  billing  on  this  account.  It  involves  customer  portal  on  my  side.  I  only  need  a  clear  update  on  what  is  happening.,Billing,None,Low,Open
TKT-DUP-00163,2025-06-25 12:57:51,web_form,Pro,English,Admin Console,Issue not resolved,"I need help with something. I cannot sign in to my account at the moment. At the same time, the app crashes when I try to use this feature. Please advise.",Account Access,Technical Support,Medium,Resolved
TKT-002386,2025-11-19 03:37:16,web_form,Pro,English,Premium Device,Help needed today,My order has still not arrived. I am using the web version. I have already tried a few times with no success. Please look into this.,Orders & Delivery,None,Low,Open
TKT-002599,2025-05-24 03:14:52,email,Basic,Spanish,Invoice Portal,Problem  with  Invoice  Portal,Can  someone  help  with  this?  There  seems  to  be  a  problem  with  the  payment  on  my  account.  This  is  becoming  urgent.,Billing,None,Medium,Pending
TKT-003568,2025-01-21 10:35:11,web_form,Enterprise,English,Subscription Plan,Help needed,I need help understanding whether this is compatible with my setup. Thanks.,Product Inquiry,None,High,Pending
TKT-001960,2025-06-26 14:48:52,web_form,Pro,English,,Issue with recent order again,"Good morning, This is more of a general product question. It involves admin console on my side. At the same time, the invoice does not look right to me. This is quite frustrating.",Product Inquiry,Billing,High,Open
TKT-002977,2025-07-06 21:02:54,email,Basic,English,Premium Device,Need an update,I have not had an update on my refund yet. This is becoming urgent.,Refunds & Returns,None,Low,Resolved
TKT-000489,2025-02-19 15:40:06,-,Basic,French,Subscription Plan,Problem  with  Subscription  Plan,"Good morning, There seems to be a problem with the payment on my account. It involves subscription plan on my side. I noticed this after trying to make a payment. Any help would be appreciated.",Billing,None,Medium,Pending
TKT-001844,2025-06-25 05:49:16,chat,Pro,English,Data Export,Problem with Data Export,The page is not loading properly and I cannot complete the task. It involves data export on my side. This may also be related because i appear to be locked out and cannot get back in. This started after my last purchase. Please advise.,Technical Support,Account Access,Medium,Open
TKT-001735,2025-06-12 11:57:24,email,Pro,English,Premium Device,Please review this request,"Hi, Tracking has not updated in a while. I am using the service on mobile. This is affecting my work today. This is becoming urgent.",Orders & Delivery,None,Medium,Open
TKT-002912,2025-09-03 22:22:32,email,Pro,English,Starter Kit,Problem  with  service,This has become a problem for me. Tracking has not updated in a while. It involves starter kit on my side. I do not know if this should go to billing or support. Please advise.,Orders & Delivery,None,Medium,Open
TKT-003220,2025-04-16 17:08:53,web_form,Pro,English,Starter Kit,Need support urgently,"Hello, The product arrived damaged and I need help with next steps. It involves starter kit on my side. At the same time, the invoice does not look right to me. Any help would be appreciated.",Refunds & Returns,Billing,Low,Open
TKT-000147,2025-03-11 11:09:32,chat,Pro,English,Replacement Unit,Need help with Replacement Unit,"Hi,  I  have  not  had  an  update  on  my  refnd  yet.",Refunds & Returns,None,Low,Open
TKT-001535,2025-11-02 15:06:10,chat,Free,Spanish,Mobile App,NEED HELP WITH MY ACCOUNT,The issue seems technical because the same step keeps timing out. It involves mobile app on my side.,Technical Support,None,Medium,Open
TKT-001987,2025-09-03 22:37:00,missing,Pro,English,Mobile App,Problem with recent activity,I need help with something. I want to understand the pricing options better. I do not know if this should go to billing or support. I need this resolved as soon as possible. I would appreciate a quick response.,Product Inquiry,None,Medium,Pending
TKT-001370,2025-04-28 15:11:05,chat,Basic,Spanish,Data Export,Need an update,"Hello, I cannot complete the workflow because something keeps breaking. This may also be related because i think I was charged incorrectly for this.",Technical Support,Billing,Medium,Resolved
TKT-002451,2025-05-26 21:03:44,email,Pro,English,API,Problem with service,The issue seems technical because the same step keeps timing out. It involves api on my side. Any help would be appreciated.,Technical Support,None,Medium,Open
TKT-DUP-00095,2025-12-06 17:50:34,web_form,Enterprise,Spanish,Premium Device,NEED AN UPDATE,I have not had an update on my refund yet. This happened shortly after I updated my details. I have already tried a few times with no success. Any help would be appreciated.,Refunds & Returns,None,Low,Open
TKT-003003,2025-05-09 06:48:01,chat,Enterprise,English,Analytics Dashboard,Issue with recent order today,"Hi team, The issue seems technical because the same step keeps timing out. It involves analytics dashboard on my side. Also, authentication is not going through on my side. Any help would be appreciated.",Technical Support,Account Access,High,Open
TKT-002812,2025-01-15 12:09:20,web_form,Pro,French,Analytics Dashboard,Issue  with  system  issue,"Hi team, This was working before but now it keeps failing. I have already tried a few times with no success. Please look into this.",Technical Support,None,Medium,Resolved
TKT-000660,2025-04-17 04:48:28,web_form,Basic,English,Subscription Plan,Help needed,THE  RENEWAL  AMOUNT  LOOKS  DIFFERENT  FROM  WHAT  I  EXPECTED.  THIS  IS  BECOMING  URGENT.,Billing,None,Medium,Resolved
TKT-001795,2025-03-14 02:13:17,email,Enterprise,French,Replacement Unit,Please review this request,"Good morning, The amount shown on the invoice looks wrong. It involves replacement unit on my side. At the same time, the item is damaged so I may need a replacement or refund. I only need a clear update on what is happening. This is affecting my work today. This is becoming urgent.",Billing,Refunds & Returns,Medium,Open
TKT-003421,2025-03-12 15:41:06,web_form,Basic,English,Subscription Plan,Problem with service still,"Hi, The renewal amount looks different from what I expected. This may also be related because i still cannot access the portal after trying several times. I only need a clear update on what is happening. Please advise.",Billing,Account Access,High,Open
TKT-002512,2025-05-22 07:49:17,email,Enterprise,English,,Issue with recent order,"I am trying to return this purchase. Also, tracking has not updated in a while. I only need a clear update on what is happening. Thanks.",Refunds & Returns,Orders & Delivery,Medium,Open
TKT-003398,2025-12-02 09:59:01,,,Spanish,Data Export,unexpected behaviour on my account,"Can someone help with this? The export fails halfway through and I do not know why. Also, i cannot sign in to my account at the moment. Any help would be appreciated.",Technical Support,Account Access,High,Open
TKT-000187,2025-04-26 11:13:32,chat,Basic,Spanish,Premium Device,Problem with service,"Good  morning,  The  item  is  damaged  so  I  may  need  a  replacement  or  refund.  This  may  also  be  related  because  delivery  is  taking  longer  than  expected.  This  is  affecting  my  work  today.",Refunds & Returns,Orders & Delivery,Medium,Open
TKT-001148,2025-04-23 07:30:13,phone,Free,French,Replacement Unit,Please review this request,The product arrived damaged and I need help with next steps. It involves replacement unit on my side. Thanks.,Refunds & Returns,None,High,Pending
TKT-003273,2025-08-07 04:37:09,chat,Enterprise,English,Mobile App,Please  check  this,Can someone help with this? The app crashes when I try to use this feature. I need this resolved as soon as possible. Please look into this.,Technical Support,None,Medium,Open
TKT-000609,2025-02-08 12:04:06,email,Enterprise,English,Analytics Dashboard,Support request,"I am seeing unexpected behaviour in the product. It involves analytics dashboard on my side. At the same time, i cannot sign in to my account at the moment. This started after my last purchase. This has been going on since yesterday. Thanks.",Technical Support,Account Access,Medium,Resolved
TKT-002192,2025-07-16 00:23:57,,Free,English,Invoice Portal,Problem with Invoice Portal today,"Hi, The password reset process is not working. At the same time, the invoice does not look right to me. This has been going on since yesterday. I would appreciate a quick response.",Account Access,Billing,High,Pending
TKT-002800,2025-10-25 23:59:29,chat,Basic,English,Mobile App,Question about Mobile App,"Hi, The system keeps showing an error when I try to continue. This is quite frustrating. Please look into this.",Technical Support,None,Medium,Open
TKT-001931,2025-02-26 10:17:55,email,Pro,English,Customer Portal,Help  needed,This  has  become  a  problem  for  me.  I  need  someone  to  review  the  billing  on  this  account.  I  was  hoping  this  would  be  fixed  by  now.  This  is  becoming  urgent.,Billing,None,Medium,Open
TKT-003030,2025-12-25 03:23:03,phone,Enterprise,English,Analytics Dashboard,Need help with Analytics Dashboard,"Can  someone  help  with  this?  I  cannot  complete  the  workflow  because  something  keeps  breaking.  It  involves  analytics  dashboard  on  my  side.  At  the  same  time,  the  verification  step  is  failing  and  I  need  help.  This  started  after  my  last  purchase.  This  is  quite  frustrating.  This  is  becoming  urgent.",Technical Support,Account Access,Low,Open
TKT-000198,2025-06-06 06:36:17,web_form,Free,French,Web App,URGENT - Please review this request,"Hi team, I am not sure whether this product supports my use case. At the same time, the amount shown on the invoice looks wrong.",Product Inquiry,Billing,Medium,Open
TKT-002932,2025-07-06 20:58:27,phone,Pro,English,Web App,bug on my account,"Hello, I cannot complete the workflow because something keeps breaking. Also, the login step keeps failing even though my details should be correct. This started after my last purchase. This has been going on since yesterday.",Technical Support,Account Access,Medium,Pending
TKT-002328,2025-07-06 09:39:24,email,Enterprise,English,Customer Portal,Need support urgently,"Hello, The verification step is failing and I need help. This may also be related because there seems to be a problem with the payment on my account. Please look into this.",Account Access,Billing,Medium,Open
TKT-000294,2025-04-28 15:30:40,chat,Basic,English,Subscription Plan,Need help with Subscription Plan,"Hi team, I need someone to review the billing on this acount. In addition, i need help understanding whether this is compatible with my setup. I need this resolved as soon as possible. Please look into this.",Billing,Product Inquiry,Low,Open
TKT-000767,2025-09-15 13:35:12,web_form,Free,Spanish,Web App,Issue with recent order,I cannot sign in to my acount at the moment. I only need a clear update on what is happening.,Account Access,None,High,Pending
TKT-000401,2025-08-09 15:54:32,chat,Enterprise,English,Mobile App,Support request,I am seeing unexpected behaviour in the product. This seems linked to my recent order. Please let me know what I should do next.,Technical Support,None,Medium,Open
TKT-000123,2025-01-27 15:33:30,email,Pro,English,Customer Portal,Please check this today,"Hello, There seems to be a problem with the payment on my account. Thanks.",Billing,None,High,Open
TKT-003256,2025-07-10 19:28:43,chat,Pro,English,Subscription Plan,Support request,"Good morning, This is more of a general product question. This may also be related because there seems to be a problem with the payment on my account.",Product Inquiry,Billing,Low,Resolved
TKT-000203,2025-10-08 18:48:06,email,Basic,English,Premium Device,Need support urgently,I NEED TO RETURN THE ITEM BECAUSE IT IS NOT AS EXPECTED. IT INVOLVES PREMIUM DEVICE ON MY SIDE.,Refunds & Returns,None,Medium,Open
TKT-000836,2025-06-14 16:47:40,chat,Free,French,Web App,Problem with Web App,I  need  help  understanding  whether  this  is  compatible  with  my  setup.  Please  look  into  this.,Product Inquiry,None,Low,Open
TKT-002295,2025-09-30 17:15:35,email,Basic,English,Starter Kit,Please review this request,Can someone help with this? I cannot tell where the order currently is. I am using the service on mobile. I would appreciate a quick response.,Orders & Delivery,None,Medium,Resolved
TKT-001440,2025-08-17 01:38:04,phone,Pro,English,Customer Portal,ISSUE WITH PAYMENT,I noticed an unexpected charge and need clarification. This seems linked to my recent order. pls let me know what I should do next.,Billing,None,High,Pending
TKT-001734,2025-08-12 04:25:11,email,Pro,English,Mobile App,Problem  with  Mobile  App,"Hello, I cannot complete the workflow because something keeps breaking. At the same time, i am not sure whether this product supports my use case. I only need a clear update on what is happening. please look into this.",Technical Support,Product Inquiry,Medium,Open
TKT-001696,2025-03-20 21:45:03,web_form,,French,Web App,Can someone help,"This looks like an account access problem. Also, the app crashes when I try to use this feature.",Account Access,Technical Support,High,Resolved
TKT-DUP-00084,2025-08-28 09:42:15,web_form,Free,English,Premium Device,Issue with return request again,"Good morning, I need to return the item because it is not as expected. I am using the web version. I was hoping this would be fixed by now.",Refunds & Returns,None,Medium,Open
TKT-001708,2025-11-01 12:18:50,web_form,Free,Spanish,Customer Portal,Problem with Customer Portal,"Hi, I need someone to review the billing on this account. I only need a clear update on what is happening. Please let me know what I should do next.",Billing,None,Medium,Pending
TKT-DUP-00067,2025-10-12 21:38:18,email,Basic,French,Replacement Unit,Issue  with  return  request,I want to know the status of the return request. It involves replacement unit on my side. I am using the web version. I would appreciate a quick response. This is still unresolved.,Refunds & Returns,None,Medium,Open
TKT-001154,2025-06-17 20:21:32,chat,Enterprise,English,N/A,probem with recent activity,"Hello, This looks like an account access problem. It involves admin console on my side. This may also be related because the page is not loading properly and I cannot complete the task. I was hoping this would be fixed by now. Please advise.",Account Access,Technical Support,High,Open
TKT-001662,2025-01-08 18:18:49,email,Basic,English,Customer Portal,Problem with Customer Portal please,"Authentication is not going through on my side. In addition, the export fails halfway through and I do not know why. I only need a clear update on what is happening.",Account Access,Technical Support,High,Pending
TKT-003475,2025-11-09 06:05:00,web_form,Pro,English,Premium Device,Can someone help,I need help with something. Tracking has not updated in a while. It involves premium device on my side.,Orders & Delivery,,Low,Resolved
TKT-002433,2025-10-24 20:01:59,web_form,Basic,French,Mobile App,Support request,I AM NOT SURE WHETHER THIS PRODUCT SUPPORTS MY USE CASE. IT INVOLVES MOBILE APP ON MY SIDE. I DO NOT KNOW IF THIS SHOULD GO TO BILLING OR SUPPORT. I WAS HOPING THIS WOULD BE FIXED BY NOW.,Product Inquiry,None,High,Resolved
TKT-003546,2025-06-02 08:59:29,chat,Basic,Spanish,Starter Kit,Follow-up on my previous issue please,I need my money back if this cannot be resolved. It involves starter kit on my side. I am using the service on mobile.,Refunds & Returns,None,Medium,Pending
TKT-001760,2025-10-22 06:59:51,email,Pro,English,Replacement Unit,URGENT - Please  review  this  request,"Hi team, I think the wrong item was sent. This is quite frustrating. Any help would be appreciated.",Orders & Delivery,None,Medium,Resolved
TKT-000855,2025-11-26 09:14:40,email,Basic,English,Web App,Support request,Can you explain how this feature works? It involves web app on my side. This is quite frustrating. I would appreciate a quick response.,Product Inquiry,None,Medium,Resolved
TKT-001590,2025-05-12 18:23:37,phone,Pro,English,Data Export,Can someone help,Can someone help with this? The export fails halfway through and I do not know why. It involves data export on my side. I do not know if this should go to billing or support. I have already tried a few times with no success.,Technical Support,None,Medium,Resolved
TKT-002268,2025-02-17 10:07:47,email,Free,English,Replacement Unit,Need help with my account,I would like a refnd for this order. This is affecting my work today.,Refunds & Returns,None,Medium,Resolved
TKT-000642,2025-11-11 09:45:49,,Pro,English,Invoice Portal,Please review this request again,"I think I was charged incorrectly for this. It involves invoice portal on my side. Also, i cannot sign in to my account at the moment. This is quite frustrating. This is becoming urgent.",Billing,Account Access,Low,Pending
TKT-000002,2025-06-05 19:07:36,phone,Pro,English,Subscription Plan,URGENT - Support request,I am comparing plans and need clarification. This may also be related because the page is not loading properly and I cannot complete the task. This seems linked to my recent order. I have already tried a few times with no success. Any help would be appreciated.,Product Inquiry,Technical Support,Low,Open
TKT-002161,2025-05-09 16:53:40,chat,Free,English,Replacement Unit,Please  review  this  request,There seems to be a delay with the shipment. It involves replacement unit on my side. I am using the service on mobile.,Orders & Delivery,None,Medium,Pending
TKT-000699,2025-09-14 02:35:43,chat,Basic,French,Analytics Dashboard,Question about Analytics Dashboard,This has become a problem for me. This was working before but now it keeps failing. It involves analytics dashboard on my side. I am using the service on mobile. I was hoping this would be fixed by now. Please let me know what I should do next.,Technical Support,None,High,Pending
TKT-DUP-00096,2025-09-16 22:54:11,phone,Free,French,Customer Portal,Problem with service,"Hello, I am comparing plans and need clarification. It involves customer portal on my side. Thanks. This is still unresolved.",Product Inquiry,None,Low,Pending
